,Title,Image,Total Time,Yields,Ingredients,Instructions
12,Frank's Chopped Salsa,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F391886.jpg,145,16 servings,"['7 roma (plum) tomato, seeded and diced', '6 cloves garlic, minced', '6 jalapeno peppers, seeds and ribs removed, minced', '1 small red onion, finely chopped', '1 cup finely chopped cabbage', '1 bunch fresh cilantro, chopped', '⅓ cup fresh lime juice', 'salt to taste']","Combine the tomatoes, garlic, jalapenos, red onion, cabbage, cilantro, and lime juice in a large bowl. Season to taste with salt. Refrigerate for several hours before serving."
0,Oyster and Spinach Chowder,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F542390.jpg,40,2 quarts,"['1 tablespoon olive oil', '1 medium onion, chopped', '2 large green onions, sliced', '1 cup sliced fresh mushrooms', '1 bunch fresh baby spinach leaves, rinsed and drained', '5 cups milk, divided', '½ cup all-purpose flour', '2 cups chicken broth', '3 (8 ounce) cans whole oysters', '1 cup shredded Cheddar cheese']","Heat olive oil in a large saucepan over medium-high heat. Saute the chopped onion, green onion, and mushrooms until tender. Stir in the spinach a handful at a time and cook to wilt.
Whisk together 2 cups of milk with the flour in a small bowl. Pour into saucepan, and add remaining milk and chicken broth. Cook over medium heat until thickened. Stir in undrained oysters and cheese. Cook, stirring often, until cheese has melted."
1,Curried Egg Sandwiches,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4513255.jpg,25,4 sandwiches,"['4 hard-cooked eggs, peeled and chopped', '½ cup mayonnaise', '1 teaspoon curry powder', 'salt and pepper to taste', '8 slices bread']","Mix together mayonnaise and curry powder in a bowl. Gently stir in eggs, then season to taste with salt and pepper. Evenly divide between 4 slices of bread, top with remaining 4 slices."
2,Tomato and Mozzarella Bites,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F43194.jpg,30,20 appetizers,"['20 grape or cherry tomatoes, halved', '20 fresh basil leaves', '20 small balls fresh mozzarella cheese (often labeled bocconcini)', 'salt and pepper to taste', '½ cup balsamic vinegar', '¼ cup extra virgin olive oil', '20 toothpicks']","Using a toothpick, spear a half of a tomato, a leaf of basil, a mozzarella ball, and another half of a tomato. Repeat with remaining ingredients.
Place on a serving dish and sprinkle with salt and pepper. Mix the vinegar and oil together in a small bowl to serve as a dipping sauce."
3,Exotic Indian Tangy Rice,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1112816.jpg,40,6 servings,"['4 cups water', '2 cups long grain rice, rinsed and drained', '½ teaspoon salt, or to taste', '2 tablespoons vegetable oil, divided', '¼ cup coarsely chopped cashews', '7 small dried chile peppers', '1 teaspoon mustard seed', '1 teaspoon cumin seed', '10 fresh curry leaves', '1 teaspoon ground turmeric', '¼ cup fresh lime juice', '2 tablespoons tamarind paste', '1 cup plain yogurt']","Measure the water into a large saucepan and bring to a boil. Add the rice and salt, reduce heat to low, cover and simmer for 20 minutes or until rice is tender and the water has been absorbed.
Heat 1/2 tablespoon of oil in a small skillet set over medium heat. Add the cashews and toast until fragrant, about 5 minutes. Remove from the heat and set aside.
Heat the remaining oil in the same skillet over medium heat. Add the chile peppers, mustard seeds and cumin seeds. Once the seeds start to pop, add the curry leaves and half of the nuts. Cook and stir until fragrant, about 3 minutes. Remove from the heat.
When the rice is done, transfer it to a serving bowl and stir in the turmeric, lime juice and tamarind paste, then mix in the chilies and spices along with the oil from the skillet. Garnish with the remaining nuts and serve with plain yogurt on the side."
4,Minnesota Wild Rice Soup,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2101505.jpg,50,10 servings,"['⅓ cup olive oil', '¼ cup minced onion', '½ cup diced celery', '2 tablespoons minced garlic', '1 cup all-purpose flour', '6 cups vegetable broth', '4 cups cooked wild rice', '1 cup grated carrot', '¼ cup sliced almonds', '1 pinch red pepper flakes', '2 cups half-and-half', 'salt and pepper to taste']","Heat oil in a large pot over medium heat. Stir in garlic, onion, and celery, and cook until the onion has softened and turned translucent, about 5 minutes. Stir in flour, and cook for 3 minutes more. Pour in the vegetable broth, then bring to a boil. Reduce heat to medium-low, and simmer for 10 minutes, stirring frequently.
Stir in wild rice, carrot, almonds, and red pepper flakes; return to a simmer, and cook until the carrots are tender, about 5 minutes. Stir in half and half, and cook until warmed through. Season to taste with salt and pepper before serving."
5,Perfect Scrambled Eggs,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4516096.jpg,12,3 servings,"['1 ½ tablespoons milk', '6 eggs', '½ cup minced onion', '½ teaspoon black pepper', '½ teaspoon salt', '1 ½ teaspoons butter']","Whisk together the eggs, milk, onions, salt, and pepper in a large bowl until it looks slightly fluffy.
Melt the butter in a large pan over medium to high heat; coat the pan evenly with the butter. Stir in eggs and continue stirring until they have just cooked. Serve immediately."
6,Green Pea Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F655816.jpg,25,6 servings,"['1 tablespoon vegetable oil', '1 medium onion, finely diced', '¾ teaspoon minced garlic', '⅔ cup frozen peas', '⅔ cup vegetable broth', '½ (12 fluid ounce) can canned evaporated milk', 'salt and pepper to taste']","Warm the oil in a skillet over medium-high heat. Stir in the onion, and cook until nearly tender. Stir in the garlic, and cook for a few seconds, until fragrant. Pour in peas, and stir to thaw. Pour in the vegetable stock and evaporated milk. Turn heat to low, cover, and cook for 5 minutes. Once the peas have cooked, pour them into a blender and puree until smooth.
Pour the pureed sauce back into the skillet, and season to taste with salt and pepper. Simmer over low heat until the sauce reaches desired consistency."
7,Coconut Tofu Keema,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F13519.jpg,65,10 servings,"['¼ cup olive oil', '4 cloves garlic, pressed', '1 medium onions, minced', '1 (14 ounce) package extra firm tofu, diced', '1 (16 ounce) can coconut milk', '1 tablespoon ground cumin', '1 teaspoon curry powder', '1 ½ teaspoons ground ginger', '1 teaspoon salt', '1 tablespoon red pepper paste', '6 cups tomato sauce', '1 ½ cups frozen peas, thawed', '1 ½ cups chopped carrot']","Heat olive oil in a large saucepan over medium heat. Stir in garlic, onion, and tofu; cover, and cook, stirring occasionally for 5 to 10 minutes.
Stir in coconut milk, cumin, curry powder, ginger, salt, and red pepper paste; bring to a simmer. Add tomato sauce, peas, and carrots; simmer, covered, about 30 minutes."
8,Carrie's Catfish Larue,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1788773.jpg,40,8 fillets,"['3 tablespoons olive oil, divided', '½ onion, diced', '½ green bell pepper, diced', '1 carrot, peeled and diced', '8 (4 ounce) fillets catfish fillets', 'salt and black pepper to taste', '1 teaspoon Italian seasoning', 'garlic powder to taste', '1 (14.4 ounce) can diced Italian tomatoes', '1 (8 ounce) can tomato sauce', '½ cup dry white wine']","Place 1 tablespoon of oil in a heavy bottomed skillet over medium heat. Saute onion, green pepper, and carrot until golden brown; remove from the pan. Using the remaining 2 tablespoons of oil, sear all of the fillets on both sides. Lay all of the fillets into the skillet, sprinkle with salt, pepper, Italian seasoning, and garlic powder. Top with the sauteed vegetables, and pour on the diced tomatoes, tomato sauce, and white wine.
Bring to a simmer, and cook gently until the sauce has thickened slightly, and fish flakes easily with a fork, about 10 minutes."
9,Dill Butter,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F378454.jpg,5,3 cups,"['1 pound butter, softened', '1 cup vegetable oil', '2 tablespoons dried dill weed']","Place butter, oil, and dill in a mixing bowl. Beat until well blended. Store covered in the refrigerator."
10,Crunchy Egg Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F394458.jpg,45,2 servings,"['4 eggs', '1 (4 ounce) can sliced water chestnuts, drained and chopped', '⅓ cup mayonnaise', '⅓ cup sweet pickle relish', '1 teaspoon dry mustard', '1 teaspoon paprika', 'salt and pepper to taste']","Place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Once the water is boiling, remove from the heat and let the eggs stand in the hot water for 15 minutes. Cool the eggs under cold running water. Peel and chop.
Combine eggs, water chestnuts, mayonnaise, pickle relish, dry mustard, and paprika in a large bowl. Stir until well combined. Season to taste with salt and pepper."
11,South Texas Tartar Sauce,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F364635.jpg,60,3 cups,"['1 medium onion, chopped', '¼ cup pimento-stuffed green olives', '1 clove garlic', '2 tablespoons pickled jalapeno slices', '1 cup sweet green pickle relish', '1 cup mayonnaise', '25 buttery round crackers, crushed', '5 saltine crackers, crushed', '1 pinch curry powder']","Place the onion, olives, garlic and jalapenos into the container of a food processor. Pulse until finely chopped. In a bowl, stir together the mayonnaise, relish, buttery round crackers and saltine crackers. Mix in the contents of the food processor and season with curry powder. Chill overnight before serving with seafood or vegetables."
12,Chocolate Marshmallow Frosting,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F474167.jpg,15,2 cups,"['1 (7 ounce) jar marshmallow cream', ""¾ cup confectioners' sugar, or to taste"", '3 (1 ounce) squares unsweetened chocolate, melted and cooled', '1 ½ tablespoons butter flavored shortening', '¼ cup half-and-half, or as needed']","Place the marshmallow cream, two-thirds of the confectioners' sugar, melted chocolate, shortening, and half of the half-and-half in a mixing bowl. Beat with an electric mixer until smooth. Alternately add remaining confectioners' sugar and half-and-half until desired level of sweetness and consistency is attained."
13,Black Bean and Corn Quesadillas,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F829340.jpg,40,8 small quesadillas,"['2 teaspoons olive oil', '3 tablespoons finely chopped onion', '1 (15.5 ounce) can black beans, drained and rinsed', '1 (10 ounce) can whole kernel corn, drained', '1 tablespoon brown sugar', '¼ cup salsa', '¼ teaspoon red pepper flakes', '2 tablespoons butter, divided', '8 (8 inch) flour tortillas', '1 ½ cups shredded Monterey Jack cheese, divided']","Heat oil in a large saucepan over medium heat. Stir in onion, and cook until softened, about 2 minutes. Stir in beans and corn, then add sugar, salsa, and pepper flakes; mix well. Cook until heated through, about 3 minutes.
Melt 2 teaspoons of the butter in a large skillet over medium heat. Place a tortilla in the skillet, sprinkle evenly with cheese, then top with some of the bean mixture. Place another tortilla on top, cook until golden, then flip and cook on the other side. Melt more butter as needed, and repeat with remaining tortillas and filling."
14,Alu Baigan,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2556518.jpg,60,4 servings,"['1 eggplant', '2 large potatoes, cut into 3/4 inch cubes', '¼ cup vegetable oil', '3 teaspoons black mustard seed', '1 medium onion, sliced', '½ teaspoon chili powder', '1 teaspoon ground dried turmeric', '2 teaspoons ground cumin', '2 teaspoons ground coriander', '2 teaspoons minced garlic', '2 teaspoons minced fresh ginger root', '2 teaspoons garam masala', '2 teaspoons caraway seed', '¼ cup soy sauce']","Fill a large bowl with cold water. Cut the eggplant into 3/4 inch cubes, and immediately place into the water to keep from turning brown. Pour the oil and mustard seeds into a pot, and place over medium heat. Cook until the seeds begin to pop, being careful not to burn. Stir in the onion, and cook until tender. Sprinkle in the chili powder, turmeric, cumin, coriander, garlic, ginger, garam masala, and caraway seed; cook for a minute or two to release the flavor.
Drain the eggplant, add it to the pot, and fry it for a few minutes. Pour in the potatoes, and soy sauce, then add enough water to cover. Turn the heat to high, bring to a boil, then turn heat to low and simmer for approximately 30 minutes until potatoes have cooked."
15,Faux Bombay Potatoes,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F998653.jpg,25,4 servings,"['3 turnips, diced', '¼ cup vegetable oil', '½ teaspoon yellow mustard seed', '½ teaspoon black mustard seed', '1 ½ teaspoons ground red pepper', '1 teaspoon ground turmeric', 'salt to taste']","Place the turnips into a large pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, 15 to 20 minutes. Drain and allow to steam dry for a minute or two.
Heat the oil in a large skillet over medium-high heat. Fry the yellow mustard seeds, black mustard seeds, and turmeric in the oil until the mustard seeds begin to pop. Add the turnips to the skillet; cook and stir until the turnips are completely heated through, about 5 minutes. Season with salt to serve."
16,Smoked Steelhead Trout (Salmon),https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F967023.jpg,820,6 servings,"['2 pounds steelhead trout fillets', '2 tablespoons olive oil', '4 cloves garlic, chopped', '1 ½ tablespoons dried rosemary, crushed', '1 cup sugar-based curing mixture (such as Morton® Tender Quick®)', '1 quart water', 'ground black pepper to taste', '1 pound alder wood chips, soaked in water or wine']","Rinse the fish fillets and place them in a shallow glass baking dish. Drizzle olive oil over the fish and season with garlic and rosemary. Rub the seasonings into the fish. Cover and refrigerate overnight.
Dissolve the curing salt in the water and pour into the dish with the fish. Let it marinate for 15 minutes per half inch of thickness.
Meanwhile, prepare your smoker for a four hour slow burn using charcoal. The temperature should be at 150 degrees F (65 degrees C) before you get started.
Remove the fish from the brine and discard leftover liquid. Place each piece of fish onto a small piece of aluminum foil - just big enough to hold the fillet, and season with pepper to taste. Place them on the rack in the smoker. Sprinkle a handful of the soaked wood chips over the coals or place in a heat box. Cover and allow fish to smoke for 2 hours, adding more wood chips as needed.
Increase the heat in the smoker (add more charcoal) to 200 degrees F (95 degrees C) and let the fish smoke until the internal temperature of the fillets reaches 165 degrees F (72 degrees C). Remove from the smoker and let rest for 20 minutes before serving."
17,Simple Pineapple Stuffing,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7928685.jpg,40,1 pan,"['1 (15.25 ounce) can crushed pineapple, drained', '1 (5 ounce) can sweetened condensed milk', '½ cup white sugar', '12 slices white bread, cubed', '3 beaten egg']","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13 inch glass baking dish with vegetable cooking spray.
Stir together, drained pineapple, milk, sugar, and eggs in a large bowl; mix well. Gently fold bread cubes in, until well moistened. Pour mixture into prepared dish.
Bake in preheated oven until lightly golden on top, 25 to 30 minutes."
18,Whole Wheat Blueberry Pancakes,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F287734.jpg,13,10 pancakes,"['1 ¼ cups whole wheat flour', '2 teaspoons baking powder', '1 egg', '1 cup milk, plus more if necessary', '½ teaspoon salt', '1 tablespoon artificial sweetener', '½ cup blueberries']","Sift together flour and baking powder, set aside. Beat together the egg, milk, salt and artificial sweetener in a bowl. Stir in flour until just moistened, add blueberries, and stir to incorporate.
Preheat a heavy-bottomed skillet over medium heat, and spray with cooking spray. Pour approximately 1/4 cup of the batter into the pan for each pancake. Cook until bubbly, about 1 1/2 minutes. Turn, and continue cooking until golden brown."
19,Lime-Garlic Chicken and Spinach Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6821168.jpg,20,4 servings,"['4 skinless, boneless chicken breast halves - cut into thin strips', '½ onion, chopped', '2 tablespoons minced garlic', '1 teaspoon fresh ground black pepper', '1 pinch salt', '1 teaspoon flour', '¼ cup fresh lime juice, or to taste', '4 ½ cups baby spinach leaves']","Place chicken, onions, garlic, salt, pepper, and flour in a resealable bag. Stir in the lime juice. Allow to sit for a few minutes to marinate.
Spray a non-stick frying pan with olive oil cooking spray and place over medium heat. Pour in the entire contents of the bag and cook until the onion has softened (there is no need to brown). Add additional lime juice to taste. Serve over spinach."
20,California Jalapeno Trout,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F390420.jpg,50,4 fish packets,"['4 whole trout, cleaned', '3 medium fresh jalapeno pepper, chopped', '4 medium green onions, chopped', '1 bunch cilantro, chopped', '½ cup bell pepper, diced', '½ cup peeled, diced ripe mango', '¼ cup extra virgin olive oil', '2 tablespoons lime juice', 'garlic salt to taste', 'black pepper to taste']","Preheat a grill for medium heat, and place the rack 3 inches over the coals.
In a medium bowl, mix together the green onions, cilantro, bell pepper, mango, olive oil, lime juice, garlic salt, and black pepper; set aside. Lightly coat four squares of foil with olive oil or cooking spray. Place fish diagonally on the foil, and stuff each with 1/4 of the mango stuffing. If it doesn't all fit inside the fish, then just place the remainder on top of the fish. Fold the corners of the foil over the head and tail of the fish, then fold the remaining corners over the body of the fish.
Cook the packets on both sides for about 20 minutes total, until the fish has cooked and flakes easily."
21,Springtime Citrus Cooler,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F836861.jpg,10,0.5 gallon,"['1 Earl Grey tea bag', '1 medium orange, thinly sliced', '3 tablespoons white sugar', '1 teaspoon rose water']","Prepare a strong cup of tea with the Earl Grey, letting the bag steep for 5 minutes. Place the orange slices, sugar, rose water, and tea into a 1/2 gallon pitcher. Fill with cold water, and stir to dissolve the sugar."
0,Collard-Kielbasa Soup,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F220477.jpg,80,6 quarts,"['1 quart water', '2 (16 ounce) packages kielbasa sausage, sliced into 1/2 inch pieces', '4 medium potatoes, peeled and diced', '2 pounds frozen, chopped collard greens, thawed', '3 (14.5 ounce) cans great Northern beans', '¼ cup diced bacon', '1 clove garlic, minced', '1 small onion, diced', '1 green bell pepper, diced', 'salt and pepper to taste']","Place water and kielbasa into a soup pot, cover, and bring to a boil over high heat. Reduce heat to low, and simmer for 30 minutes. Stir in diced potatoes, and simmer 15 to 20 minutes more. Add greens and beans, simmer for 20 minutes longer.
While the greens and beans are cooking, place a saute pan over medium heat. Stir in the bacon, and cook to melt out some of the fat. Sir in the garlic, onions, and bell pepper; cook until the bacon is almost crisp. Drain off as much grease as you can, and add the mixture to the simmering soup, and cook an additional 15 to 20 minutes. Season to taste with salt and pepper."
1,Mint-Orange Terrine,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,500,9 servings,"['9 medium oranges', '2 ½ cups orange juice', '2 tablespoons honey', '4 teaspoons unflavored gelatin', '3 tablespoons chopped fresh mint', '1 tablespoon chopped fresh mint']","Grate the rind from two of the oranges into a saucepan and set aside. Cut away the skin and white pith from all of the oranges. Cut into thin slices, discarding any seeds, and reserving any juice. Pour the orange juice into the saucepan along with the honey, and gelatin; stir over medium heat until the gelatin dissolves.
Make a thin layer of orange slices on the bottom of an 8x4 inch loaf pan, and sprinkle with some of the 3 tablespoons of chopped mint; alternate layers of orange slices and mint until used up. Slowly pour the hot orange juice over the oranges. Tap the pan lightly to remove any air pockets. Chill overnight until firm, unmold, and cut into thick slices; garnish with 1 tablespoon of mint."
2,Spiced-Up Grilled Tater Wedges,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F661861.jpg,0,4 servings,"['4 small baking potatoes, scrubbed', '½ teaspoon paprika', '⅛ teaspoon cayenne pepper', '⅛ teaspoon mustard powder', '⅛ teaspoon granulated garlic', '⅛ teaspoon ground black pepper', '⅛ teaspoon celery salt', '⅛ teaspoon ground cumin', '½ teaspoon dried parsley', 'vegetable oil cooking spray', '½ cup sour cream']","Place potatoes into a pot and fill with enough water to cover. Bring to a boil and cook until potatoes are almost done but still firm, about 15 minutes. Drain and cool.
In a cup or small bowl, mix together the paprika, cayenne pepper, mustard powder, garlic, black pepper, celery salt, cumin and parsley. Set aside.
When the potatoes are cooled, slice them lengthwise into wedges. Place them skin side down on a plate. Coat with cooking spray and sprinkle the seasoning evenly over them. Cover and let stand for 1 hour.
Preheat an outdoor grill for medium heat.
Grill potato wedges until browned and hot, turning occasionally to avoid burning. Serve with sour cream."
3,Fruit and Bacon Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F122623.jpg,20,8 servings,"['2 red apples, cored and sliced', '2 green apples, cored and sliced', '2 (11 ounce) cans mandarin oranges, drained', '1 cup seedless grapes', '6 slices turkey bacon, cooked and crumbled', '1 cup shredded carrot', '1 (10 ounce) package mixed salad greens', '½ cup honey Dijon salad dressing']","Place apples, oranges, grapes, bacon, carrot, and salad greens in a large bowl. Toss well with dressing, adding more, or less to taste."
4,Fresh-Squeezed Salty Dog,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8141842.jpg,10,1 drink,"['1 grapefruit, juiced', '1 (1.5 fluid ounce) jigger gin', 'salt to taste']","Shake together the grapefruit juice, gin, and a generous amount of salt in a cocktail shaker. Pour into a glass over ice."
5,Supa-Dupa Egg Sandwich,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1901664.jpg,15,1 sandwich,"['¼ pound extra lean ground beef', '2 (1 ounce) slices bread', 'ketchup', 'mayonnaise', '1 egg', '2 slices mozzarella cheese', '2 slices ham', '1 slice fresh tomato']","Place a frying pan over medium heat. Form the ground beef into a patty and cook to desired doneness. Fry egg in a small, lightly oiled pan over medium heat. Flip the egg over and cover with cheese. Cook until the yolk has hardened and the cheese has melted.
Spread ketchup and mayonnaise onto the bread slices . Place the egg on one of the slices of bread. Heat the ham in the pan, and place on top of the egg. Top with hamburger and tomato slices. Place the other slice of bread on top, and slice in half."
6,Cinnamon Rice,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8310482.jpg,30,4 servings,"['1 cup uncooked rice', '2 cups water', '2 tablespoons nonfat milk', '5 tablespoons raisins', '2 teaspoons margarine', '½ teaspoon ground cinnamon', '1 teaspoon sugar']","Bring rice, water, milk, raisins, and margarine to a boil in a saucepan over medium-high heat, stirring occasionally. Reduce heat to low, cover, and cook until liquid has absorbed and rice is tender, about 15 minutes. Mix together cinnamon and sugar, sprinkle over rice to serve."
7,Mimi's Zucchini Pie,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F38874.jpg,60,1 - 9 inch pie,"['4 eggs', '¼ cup vegetable oil', 'salt and pepper to taste', '1 teaspoon baking powder', '1 cup all-purpose baking mix', '1 ½ cups sliced zucchini', '1 ½ cups sliced yellow squash', '¼ cup chopped onion', '1 large ripe tomato, sliced', '¼ cup grated Parmesan cheese']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9 inch deep dish pie plate.
Whisk together eggs and oil in a bowl with salt and pepper. Stir in baking powder and baking mix until moistened. Gently fold in zucchini, summer squash, and onion. Pour into prepared pie plate, and arrange sliced tomato over top. Sprinkle with Parmesan cheese to taste.
Bake in preheated oven until puffed and golden brown, about 35 minutes."
8,Moist Garlic Roasted Chicken,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F48335.jpg,105,1 whole chicken,"['1 (4 pound) whole chicken', 'salt and pepper to taste', '1 large lemon, sliced', '6 cloves garlic, sliced', '6 sprigs thyme']","Preheat oven to 325 degrees F (165 degrees C).
Place a large sheet of parchment paper into the middle of a roasting tray. The parchment must be large enough to completely envelop the chicken. Season the chicken with salt and pepper, stuff with half of the lemon slices, and place breast side up in the middle of the parchment paper. Sprinkle garlic slices, and thyme sprigs evenly over the chicken. Lay the remaining lemon slices over the breast. Fold the parchment over the chicken forming a loose parcel.
Bake in the preheated oven until the chicken has cooked, about 1 1/2 to 2 hours. A meat thermometer inserted into thickest part of the thigh should reach 180 degrees F."
9,Basil Butter,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F87297.jpg,10,1.25 cups,"['4 cloves garlic', '15 leaves fresh basil', '½ teaspoon freshly ground black pepper', '1 cup butter']","Place garlic, basil, and pepper in the bowl of a food processor. Process until the garlic is in small bits. Add the butter, and process just to mix together. Spoon into container, and refrigerate until firm."
10,Tarragon Tuna Salad,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F254694.jpg,55,4 sandwiches,"['⅓ cup mayonnaise', '3 tablespoons chopped fresh parsley', '2 tablespoons chopped fresh chives', '2 tablespoons chopped fresh tarragon', '1 teaspoon minced lemon zest', '2 teaspoons lemon juice', '1 teaspoon Dijon mustard', '⅛ teaspoon black pepper', '1 (12 ounce) can solid white tuna packed in water, drained and flaked', '8 (1 ounce) slices white or whole wheat bread', '8 thin slices red tomato', '4 (1 ounce) slices provolone cheese']","Whisk together mayonnaise, parsley, chives, tarragon, lemon zest, lemon juice, Dijon mustard, and pepper in a bowl until well combined. Gently stir in the flaked tuna, cover, and refrigerate until chilled, about 30 minutes.
Spread tuna evenly over four of the bread slices. Top with tomatoes, and cheese if using, then top with remaining bread slices."
11,Coffee Smoother,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6780206.jpg,10,1 drink,"['½ cup coffee', '¼ cup milk', '½ cup chocolate ice cream', '1 tablespoon cinnamon', '¼ cup ice cubes']","Place the coffee, milk, ice cream, cinnamon, and ice cubes in the bowl of a blender; puree until smooth."
12,Roasted Asparagus and Mushrooms,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F217469.jpg,25,6 servings,"['1 bunch fresh asparagus, trimmed', '½ pound fresh mushrooms, quartered', '2 sprigs fresh rosemary, minced', '2 teaspoons olive oil', 'kosher salt to taste', 'freshly ground black pepper to taste']","Preheat oven to 450 degrees F (230 degrees C). Lightly spray a cookie sheet with vegetable cooking spray.
Place the asparagus and mushrooms in a bowl. Drizzle with the olive oil, then season with rosemary, salt, and pepper; toss well. Lay the asparagus and mushrooms out on the prepared pan in an even layer. Roast in the preheated oven until the asparagus is tender, about 15 minutes."
13,Spam™ and Napa Cabbage,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1061237.jpg,30,6 servings,"['1 (12 ounce) container fully cooked luncheon meat (e.g. Spam), cubed', '1 small head napa cabbage, cut into small pieces', '½ cup water', '2 tablespoons soy sauce, or to taste', '1 tomato, diced', 'salt and pepper to taste']","Heat a skillet over medium heat. Add the Spam™ and cover; fry until browned, about 10 to 15 minutes. Turn the heat to low; add the cabbage and water. Cover and steam until the cabbage is crisp tender, about 5 to 7 minutes. Remove the lid, and stir in the soy sauce and tomato (if using). Season to taste with salt and pepper."
