,Title,Image,Total Time,Yields,Ingredients,Instructions
0,Jerusalem Pudding,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,400,8 servings,"['½ cup cold water', '2 tablespoons uncooked rice', '1 cup whipping cream', '20 dates, pitted and chopped', '½ cup powdered sugar', '1 (.25 ounce) envelope unflavored gelatin', '¼ cup water', '½ teaspoon vanilla extract']","In a saucepan bring water to a boil. Add rice and stir. Reduce heat, cover and simmer for 20 minutes. When the rice has cooked, drain any excess water, then spread on a plate to cool.
Whip the cream until stiff. Stir in the cooled rice, dates, and powdered sugar. Sprinkle the gelatin over the surface of the water, then set over a pot of boiling water until dissolved. Stir into rice mixture along with the vanilla.
Place bowl into the refrigerator, and chill until the mixture begins to thicken. Once the rice no longer settles to the bottom, rinse a mold to moisten the inside, then pour in the rice mixture. Chill until set, about 3 hours. Unmold and serve when very cold."
1,Rasta Pasta,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1358890.jpg,45,8 servings,"['1 pound penne pasta', '2 tablespoons butter, divided', '4 boneless, skinless chicken breasts, trimmed of fat and cut crosswise into 1/4-inch slices', '2 tablespoons Cajun-style blackened seasoning', '4 cloves garlic, chopped', '1 large red onion, cut into wedges', '1 green bell pepper, seeded and sliced into strips', '1 red bell pepper, seeded and sliced into strips', '1 yellow bell pepper, seeded and sliced into strips', '1 teaspoon crushed red pepper flakes', '¼ teaspoon curry powder', 'salt and pepper to taste', '2 (24 ounce) jars meatless spaghetti sauce']","Bring a large pot of lightly salted water to a boil. Add pasta and cook until tender but still firm, about 8 minutes. Drain.
Meanwhile, melt 1 tablespoon of butter in a wok or large skillet over medium-high heat. Add chicken pieces; cook and stir until browned. Season with blackened seasoning, and remove the chicken from the wok and set aside.
Melt the remaining butter in the wok over medium-high heat. Add the garlic and onion; cook and stir until fragrant and beginning to brown. Add the green, red and yellow pepper strips, and season with red pepper flakes, curry powder, salt and pepper. Cook and stir until the peppers are hot. Return the chicken to the wok and pour in the spaghetti sauce. Heat through and serve over pasta."
0,Classic Bangers and Mash,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F255177.jpg,55,4 servings,"['2 ¼ pounds potatoes, peeled and quartered', '2 chicken bouillon cubes', '1 cup warm milk', '¼ cup melted butter', '1 tablespoon cooking oil', '8 links pork sausage', '1 large onion, sliced and separated into rings', '2 (10.25 ounce) cans homestyle beef gravy', '2 teaspoons crumbled dried oregano']","Place the potatoes in a pan, and add enough water to cover. Bring to a boil, and cook until tender, about 20 minutes. Drain, leaving the potatoes in the pan.
Meanwhile, stir the bouillon cubes into the warm milk until dissolved. Stir the milk mixture and butter into the potatoes. Mash the potatoes until smooth and creamy.
Heat the cooking oil in a skillet over medium-high heat. Prick the sausages in a few places with a fork, and place them into the skillet. Cook, turning often, until golden brown and juices run clear, 12 to 15 minutes depending on thickness. Remove from the skillet and drain on paper towels.
Using the same skillet, add the onion rings. Cook and stir over medium heat until the onions are golden, but still crisp, about 5 minutes.
Heat the gravy in a pan over medium heat.
To serve, scoop the potatoes onto a large serving plate. Arrange the sausages over the potatoes, top with the onions, drizzle with gravy, and sprinkle with oregano."
1,Maria's Paella,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1935257.jpg,70,6 servings,"['½ cup olive oil', '1 ¼ pounds chicken thighs', '½ cup onion, diced', '2 cloves garlic, chopped', '½ green bell pepper, diced', '½ red bell pepper, diced', '¼ pound calamari rings', '¼ pound small shrimp - peeled and deveined', '1 teaspoon salt', '2 teaspoons saffron threads', '1 (14 ounce) can crushed tomatoes', '½ cup peas', '3 cups long grain rice', '6 cups water', '6 large clams in shell, scrubbed', '6 jumbo shrimp in shells (21-25 per lb.)', '6 large sea scallops', '6 wedges lemon']","Heat olive oil in a very large skillet or paella pan over medium-high heat until it begins to smoke. Place chicken thighs skin-side down into oil and sear until golden brown on both sides, about 5 minutes; set aside.
Stir in onion and garlic, and cook until the onion has softened and turned translucent, about 1 minute. Add green and red bell peppers, calamari, and small shrimp; cook for 2 minutes more.
Stir in salt, saffron, tomatoes, peas, rice, and water until well combined. Add chicken thighs, and simmer for 15 minutes over medium-high heat, stirring frequently to make sure rice does not stick.
Decoratively nestle clams and jumbo shrimp into the rice. Reduce heat to medium-low, cover, and simmer for 10 minutes. Place the scallops into the paella, recover, and continue simmering until the rice is tender and the scallops firm and opaque, about 5 minutes. Garnish with lemon wedges to serve."
0,Apple-tini,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F997518.jpg,5,1 cocktail,"['3 tablespoons white sugar', '1 teaspoon ground cinnamon', '1 fluid ounce vodka', '1 fluid ounce sour apple schnapps', '1 fluid ounce cranberry juice', '1 slice apple']","Stir together the sugar and cinnamon in a small bowl. Rim a chilled martini glass in the cinnamon sugar mixture. Pour the vodka, schnapps, and cranberry juice into a cocktail shaker over ice. Cover, and shake until the outside of the shaker has frosted. Strain into the rimmed martini glass, and garnish with a slice of apple to serve."
1,Eggnog-Raspberry Belgian Waffles,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7284805.jpg,25,6 servings,"['1 ½ cups all-purpose flour', '1 tablespoon sugar', '2 ½ teaspoons baking powder', '1 ½ cups eggnog', '2 tablespoons butter, melted', '1 egg, beaten', '1 cup raspberry preserves', '2 cups raspberries', '1 cup whipped cream, to garnish']","Heat a Belgian waffle iron.
Mix the flour, sugar, and baking powder together in a mixing bowl. Stir in 1 cup eggnog, butter, and the egg until well blended. Add more eggnog if needed to make a pourable batter.
Lightly grease or spray the waffle iron with non-stick cooking spray. Pour some batter onto the preheated waffle iron, close the top, and cook until golden brown and crisp on both sides. Waffles are usually cooked with steam subsides. Transfer waffles to a serving plate, and keep warm.
Meanwhile, place the raspberry preserves in a pan, and heat over medium heat until pourable.
To serve, drizzle raspberry preserves over each waffle, and top with raspberries. If desired, add a dollop of whipped cream to each waffle."
2,Pittsburgh Potatoes,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F385354.jpg,90,10 Servings,"['7 potatoes, scrubbed', '2 cups processed cheese food (such as Velveeta®), cubed', '¼ cup butter or margarine', '1 ½ cups sour cream', '⅓ cup finely chopped yellow onions', '1 teaspoon salt', '¼ teaspoon pepper', '2 tablespoons butter or margarine', 'paprika']","Preheat an oven to 350 degrees F (175 degrees C).
Place the potatoes into a large pot and fill with enough water to cover. Bring to a boil, and cook until tender enough to pierce with a fork; drain, and and cut into cubes.
Melt cheese and 1/4 cup butter in a large saucepan over medium low heat, stirring frequently. Remove the pan from the heat; stir in the sour cream, onion, salt, and pepper. Stir the potatoes into the cheese mixture, and transfer to a 2 quart casserole dish. Dot the top of the potatoes with the remaining 2 tablespoons of butter, and sprinkle with paprika.
Bake in preheated oven until hot, about 30 minutes. Cool before serving."
3,Brownie Martini,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4482730.jpg,5,1 cocktail,"['2 fluid ounces vanilla-flavored vodka', '¾ fluid ounce Irish cream liqueur', '¾ fluid ounce creme de cacao', '1 fluid ounce coffee-flavored liqueur', '½ fluid ounce butterscotch schnapps']","Fill a cocktail shaker with ice; pour the vodka, Irish cream, creme de cacao, coffee-flavored liqueur, and butterscotch schnapps over the ice; cover and shake. Strain into a chilled martini glass to serve."
4,Apple Jack,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F611297.jpg,1,1 serving,"['1 (1.5 fluid ounce) jigger Tennessee whiskey', '2 fluid ounces apple juice']",Pour whiskey into a wide shot glass. Top with apple juice.
5,Orzo with Tomato and Fried Tofu,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6838350.jpg,40,6 servings,"['2 tablespoons olive oil', '2 cloves garlic, minced', '1 bunch green onions, chopped', '1 (14 ounce) package extra firm tofu, diced', '3 medium tomatoes, diced', '2 tablespoons lemon juice', '2 teaspoons dried basil', '2 cups orzo pasta', 'salt and pepper to taste', '1 (4 ounce) package crumbled feta cheese']","Bring a large pot of lightly salted water to a boil. Add orzo pasta and cook for about 5 minutes, until tender. Drain.
Heat olive oil in a large frying pan or wok over medium-high heat. Fry the garlic and green onions for 20 to 30 seconds until fragrant. Add the tofu, and continue cooking until golden brown.
Stir in the tomatoes, lemon juice, and basil; cook for another minute. Combine with the cooked orzo pasta, season to taste with salt and pepper. Serve sprinkled with crumbled feta cheese."
0,Super Simple Biscuits,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F490195.jpg,35,6 biscuits,"['1 cup self-rising flour', '½ cup butter, softened', '½ cup sour cream']","Preheat an oven to 350 degrees F (175 degrees C).
Stir the flour, butter, and sour cream together in a bowl until blended. Scoop the batter into ungreased cupcake tins.
Bake in the preheated oven until puffed and golden brown, 20 to 30 minutes."
1,Apple Flavored Pot Roast,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F631453.jpg,255,6 servings,"['1 (3 pound) boneless beef chuck roast', '1 (12 fluid ounce) can frozen apple juice concentrate, thawed', '1 dash soy sauce', '3 cloves garlic, chopped', '1 (1 ounce) envelope dry onion soup mix', '3 baking potatoes, peeled and diced', '2 carrots, peeled and sliced']","Preheat the oven to 325 degrees F (165 degrees C).
Place the roast in a roasting pan or large casserole dish. Fill the dish with about 1/2 inch of water, then stir in the apple juice concentrate. Sprinkle soy sauce over the top of the roast. Make several small slits in the roast and stuff pieces of garlic into them. Season the roast with onion soup mix. Cover with aluminum foil or a lid.
Bake for 2 hours in the preheated oven, then remove from the oven and add the carrots and potatoes. Cover again, and continue to cook for an additional 2 hours, or until roast is fork tender."
2,Caramel Apple Eclair Cake,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F870463.jpg,570,24 servings,"['5 pounds Golden Delicious apples - peeled, cored and chopped', '1 teaspoon ground cinnamon', '1 cup white sugar', '1 teaspoon all-purpose flour, or as needed', '2 (3.5 ounce) packages instant French vanilla pudding', '3 cups milk', '1 cup sour cream', '1 (8 ounce) container frozen whipped topping, thawed', '1 (14.4 ounce) box cinnamon graham crackers', '1 (18 ounce) container caramel apple dip', '1 tablespoon all-purpose flour']","Combine the apples, cinnamon and sugar in a saucepan and set over medium heat. Cook, stirring occasionally, until the apples are tender. If the mixture ends up with a lot of liquid, mix in a little bit of flour, and simmer until thickened. Remove from the heat and allow to cool to room temperature.
In a large bowl, whisk together the instant pudding and milk until smooth. Stir in the sour cream and fold in the whipped topping.
To assemble the cake, line the bottom of a 9x13 inch baking dish with a single layer of cinnamon graham crackers. Use a slotted spoon to make a thin layer of the apple mixture. Top with a generous layer of the pudding, about 1/3. Repeat layers until you have three layers of apples and pudding and four layers of crackers.
Warm the caramel apple dip in the microwave oven until it can be easily poured. Pour this over the top layer of graham crackers. Refrigerate for at least overnight, but up to 24 hours before serving."
3,Tahini Butter Cookies,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F922634.jpg,35,50 cookies,"['1 cup butter', '½ cup white sugar', '1 teaspoon vanilla extract', '½ cup tahini', '1 ¼ cups all-purpose flour', '½ teaspoon baking powder']","Preheat oven to 325 degrees F (165 degrees C).
Cream together the butter and sugar until fluffy. Add vanilla and tahini, mix until well combined. In a separate bowl, sift together the flour and baking powder, then stir into butter mixture. Drop onto an ungreased cookie sheet in tablespoon-sized pieces.
Bake in preheated oven until they turn golden brown, about 15 minutes. Cool on the cookie sheet 10 to 15 minutes before removing to cool on a wire rack."
0,Hot and Sour Cabbage Soup,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4499241.jpg,40,6 Servings,"['4 (15 ounce) cans chicken broth', '1 pound crumbled ground pork', '1 small head green cabbage, cored and shredded', '1 ½ cups fresh bean sprouts', '1 bunch green onions, chopped', '1 (15.25 ounce) can whole kernel corn', '10 fresh mushrooms, sliced', '1 teaspoon minced fresh ginger root', '½ teaspoon minced garlic', '⅓ cup distilled white vinegar', '1 ½ teaspoons sesame oil', '¼ cup Szechwan sauce', '¼ cup soy sauce', '⅓ teaspoon cayenne pepper']","Pour chicken stock into a large pot. Stir the crumbled ground pork into the stock, and simmer over medium heat until the pork is cooked through and no longer pink, about 15 minutes. Stir in the cabbage, bean sprouts, green onions, corn, mushrooms, ginger, garlic, vinegar, sesame oil, Szechwan sauce, soy sauce, and cayenne pepper, and cook 5 minutes more. Adjust seasonings to taste."
1,Mendelssohn,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F940886.jpg,5,1 serving,"['ice cubes', '1 (1.5 fluid ounce) jigger Irish cream liqueur', '½ cup club soda']",Fill a highball glass with ice cubes. Pour in the Irish cream liqueur then top off with a few splashes of club soda.
2,Smoky Black Beans,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F963696.jpg,365,8 servings,"['1 pound dry black beans, soaked overnight', '4 teaspoons bacon drippings', '1 onion, chopped', '2 teaspoons hickory-flavored liquid smoke', '2 tablespoons dark molasses', '½ cup packed brown sugar', '4 slices pickled jalapeno peppers']","Drain the black beans from their soaking water and place in a slow cooker. Fill with enough fresh water to cover them. Cover and set to High.
Heat bacon drippings in a skillet over medium heat. Add onions; cook and stir until tender. Stir this into the beans along with the brown sugar, liquid smoke, molasses and jalapeno slices. Stir to blend, then cover and cook on High for 5 to 6 hours, or until beans are tender."
0,Cottoneyed Peas,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F161599.jpg,60,12 servings,"['6 slices bacon', '3 (15.5 ounce) cans jalapeno black-eyed peas', '1 (14.5 ounce) can diced tomatoes with green chile peppers', '½ small onion, chopped', '2 stalks celery, chopped', '1 clove garlic, minced', '2 fresh jalapeno peppers, seeded and chopped', 'salt and pepper to taste']","Brown the bacon in a skillet over medium heat until crispy; drain, crumble, and set aside.
In a large saucepan, combine the canned black-eyed peas, canned tomatoes, onion, celery, garlic, and jalapeno peppers. Cook over medium heat until the celery and onion are tender. Season with salt and pepper to taste. Add crumbled bacon before serving."
1,French Toast,https://images.media-allrecipes.com/userphotos/250x250/21254.jpg,0,2 serving(s),"['3 large eggs', '1 pinch fine salt', '1/4 teaspoon vanilla extract', '3 tablespoons unsalted butter', '6 slices fresh challah', ""Confectioners' sugar, maple syrup or jam for serving""]","In a large bowl, whisk together the eggs, salt and vanilla.
Heat 1 tablespoon butter in a 9-inch frying pan over a medium flame until melted. Working with 1 piece at a time, turn 2 challah slices in the eggs so that it soaks the bread. Put both slices in the pan. Cook until lightly browned on one side, 2 to 3 minutes. Turn with a spatula and cook for another 2 minutes, or until browned on the second side. Serve up those 2 slices immediately and continue cooking, using 1 tablespoon butter for each batch until you've used all the bread and egg. Serve sprinkled with confectioners' sugar or with maple syrup or jam."
2,Salt and Pepper Squid,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1875582.jpg,15,2 servings,"['8 ounces calamari tubes', '2 tablespoons Szechwan peppercorns', '2 tablespoons sea salt', '1 cup all-purpose flour', '1 cup cornstarch', '¾ cup peanut oil']","Slice the calamari tubes down one side and open them up to lay flat. Score the insides with a knife in a cross-hatch pattern. Set aside.
Heat a small skillet over high heat with no oil. Add the peppercorns, and toast for a few minutes, stirring constantly, until they start to sizzle and pop. Remove them from the pan and set aside. Add the salt to the pan and cook over high heat until it has turned a gray color. Remove from the heat.
Grind the salt and pepper with a mortar and pestle or spice grinder until it becomes a fine powder. Transfer to a resealable plastic bag and mix with flour and cornstarch.
Heat the oil in a wok or heavy skillet over high heat until very hot. Place a few pieces of squid at a time into the bag and shake to coat. Shake off excess and quickly fry them in the oil until browned, turning once. Each one should take about 30 seconds. Serve and eat immediately."
0,"Curried Chipotle Potato, Spinach and Cheese Wraps",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1038050.jpg,35,2 servings,"['4 small red potatoes', '2 tablespoons olive oil', 'curry paste, to taste', '2 tablespoons cream', '4 slices Muenster cheese', '2 (10 inch) flour tortillas', '2 cups baby spinach, rinsed and dried', '¼ cup chipotle salsa, or to taste']","Bring a small pot of salted water to a boil. Cook potatoes in boiling water until tender but still firm, about 15 minutes. Drain, cool and chop.
Heat olive oil in a large skillet over medium-high heat; add potatoes and cook until warm. Stir in curry paste and cream over low heat. Place two slices of cheese on each tortilla and microwave individually for fifteen to twenty-five seconds until melted.
To assemble, divide the potatoes and spinach evenly between the tortillas and add chipotle salsa to taste. Heat in the microwave for twenty seconds, then enclose the tortillas around the filling."
1,Great British Fry Up,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5409681.jpg,25,1 serving,"['¼ cup vegetable oil', '1 link pork sausage', '1 frozen hash brown patty', '2 thick slices bacon', '1 tomato, cut in half', '4 mushrooms, sliced', '1 egg', '1 slice white bread', '1 teaspoon butter, or as needed']","Heat the oil in a skillet over medium heat. Add the sausage and hash brown. Fry until browned on one side, about 5 minutes. Turn them over to fry on the other side and add the tomato, bacon and mushrooms. The idea is to start cooking with the things that take the longest.
When the tomato, bacon and mushrooms are just about cooked, crack the egg into the center and allow to cook. You might want to add a little more oil just to crisp the edges. Toast the slice of bread while the egg cooks and then spread butter on it. Serve everything on a plate with the toast on the side."
2,Sun-Dried Tomato Chicken,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F663636.jpg,60,6 servings,"['2 tablespoons olive oil', '4 skinless, boneless chicken breast halves - cut into 1 1/2 inch pieces', '4 cloves garlic, minced', '1 cup heavy cream', '1 (9 ounce) jar sun-dried tomato pesto', '1 (12 ounce) jar roasted red peppers, drained and chopped', '1 cup chopped fresh basil', '1 teaspoon cayenne pepper', '1 pound dry penne pasta']","Heat the olive oil in a skillet over medium heat, and cook and stir the chicken breast meat for about 10 minutes, until the chicken is browned. Add the garlic, cook and stir with the chicken for about 1 minute, and pour in the cream. Mix in the sun-dried tomato pesto, roasted peppers, basil, and cayenne pepper; simmer over low heat for 30 minutes, until the sauce has thickened.
While the sauce is simmering, fill a large pot with lightly salted water and bring to a rolling boil over high heat. Stir in the penne, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 11 minutes. Drain well.
Serve the sauce over the cooked penne."
3,Megan's Granola,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F639760.jpg,40,30 servings,"['8 cups rolled oats', '1 ½ cups wheat germ', '1 ½ cups oat bran', '1 cup sunflower seeds', '1 cup finely chopped almonds', '1 cup finely chopped pecans', '1 cup finely chopped walnuts', '1 ½ teaspoons salt', '½ cup brown sugar', '¼ cup maple syrup', '¾ cup honey', '1 cup vegetable oil', '1 tablespoon ground cinnamon', '1 tablespoon vanilla extract', '2 cups raisins or sweetened dried cranberries']","Preheat the oven to 325 degrees F (165 degrees C). Line two large baking sheets with parchment or aluminum foil.
Combine the oats, wheat germ, oat bran, sunflower seeds, almonds, pecans, and walnuts in a large bowl. Stir together the salt, brown sugar, maple syrup, honey, oil, cinnamon, and vanilla in a saucepan. Bring to a boil over medium heat, then pour over the dry ingredients, and stir to coat. Spread the mixture out evenly on the baking sheets.
Bake in the preheated oven until crispy and toasted, about 20 minutes. Stir once halfway through. Cool, then stir in the raisins or cranberries before storing in an airtight container."
0,Family Favorite Chicken Lo Mein,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F282804.jpg,40,4 servings,"['1 (16 ounce) package angel hair pasta', '3 tablespoons peanut oil, divided', '4 boneless, skinless chicken breast, cut into 1/2 inch pieces', '2 cups shredded carrots', '2 cups sliced celery', '6 green onions, chopped', '3 tablespoons Chinese black bean and garlic sauce', '1 ½ cups chicken broth', '1 teaspoon soy sauce', '1 tablespoon cornstarch', '1 tablespoon sesame oil']","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the angel hair pasta, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, 4 to 5 minutes. Drain well in a colander set in the sink.
Heat 1 tablespoon of peanut oil in a skillet over medium-high heat, then add chicken breast. Cook and stir chicken until no longer pink inside, about 10 minutes; set aside.
In the same skillet, heat the remaining 2 tablespoons of peanut oil over medium-high heat and mix in carrots, celery, and green onion. Cook and stir until tender yet still crisp, 5 to 6 minutes. Mix in Chinese black bean and garlic sauce; cook and stir for another minute. In a separate bowl, mix chicken broth, soy sauce, and cornstarch; add sesame oil. Pour mixture over vegetables and simmer until thickened. Toss in drained pasta, stirring until well-coated and heated through."
1,Greek Vegetarian Pizza,https://images.media-allrecipes.com/userphotos/250x250/992318.jpg,30,4 serving(s),"['1 (12 inch) pre-baked pizza crust, such as Boboli', '1/2 cup prepared basil pesto', '3/4 cup sun-dried tomatoes packed in oil, drained and chopped', '3 cups torn spinach leaves', '1/2 red onion, quartered and thinly sliced', '1 cup crumbled feta cheese', '2 teaspoons dried oregano', '1 tablespoon olive oil', '2 tablespoons grated Parmesan cheese']","Adjust oven rack to center position and heat oven to 450 degrees F (230 degrees C).
Place crust on baking sheet and spread pesto on pizza. Top pizza in the following order: tomatoes, spinach, red onion, feta, and oregano. Bake until spinach wilts and cheese starts to brown, about 15 minutes.
Remove pizza from oven and drizzle with oil, sprinkle with Parmesan cheese, slice and serve."
2,Salmon Cakes with Orange Couscous,https://images.media-allrecipes.com/userphotos/250x250/983059.jpg,35,4 serving(s),"['1/2 cup couscous', '3/4 cup orange juice', '1 (14.75 ounce) can red salmon, drained, broken up', '1 (10 ounce) box frozen chopped spinach - thawed, drained and squeezed dry', '1 egg, beaten', '2 cloves garlic, crushed', '2 teaspoons ground cumin', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', '3 tablespoons olive oil']","Prepare couscous according to package directions replacing the water with the orange juice.
In a bowl, combine the cooked couscous, salmon, spinach, egg, garlic, cumin, salt and black pepper. Form into 4 patties.
Heat oil in a large skillet over medium heat, add patties, fry each side until golden brown, about 6 to 8 minutes."
3,Quick Brunswick Stew,https://images.media-allrecipes.com/userphotos/250x250/986130.jpg,40,8 serving(s),"['2 tablespoons olive oil', '1 large onion, cut into medium dice', '1 rotisserie-roasted chicken, boned and shredded', '4 cups chicken broth', '1 (28 ounce) can diced tomatoes', '1 (10 ounce) package frozen lima beans', '1 (10 ounce) package frozen corn kernels', '1 (10 ounce) package frozen okra', '1 bay leaf', '1 teaspoon dried thyme', '1 teaspoon salt', '1 teaspoon ground black pepper']","Heat oil in 7 quart soup pot or Dutch oven. Add onions and saute until soft, about 5 minutes. Add remaining ingredients. Cover, bring to a boil, reduce heat, and let simmer to cook vegetables and blend their flavors, about 20 minutes."
4,Rigatoni with Italian Sausage and Peas,https://images.media-allrecipes.com/userphotos/250x250/984177.jpg,40,6 serving(s),"['salt', '1 pound rigatoni pasta', '1 1/2 cups frozen green peas', '1 tablespoon olive oil', '1 1/2 cups milk', '1 1/2 cups chicken broth', '1 pound bulk sweet Italian sausage (or links with casings removed)', '2 cloves garlic, minced', '2 tablespoons butter', '4 tablespoons all-purpose flour', '1/4 cup grated Parmesan cheese, plus extra for topping']","In a 7 qt pot bring 4 quarts water to a boil and add 1 tablespoon salt. Use package directions as a guide to cook pasta until al dente; the last minute of cooking, add peas; drain and return to pot. Toss with olive oil and cover.
Meanwhile, heat milk and broth in a microwave-safe measuring cup until steamy. Heat a medium skillet over medium heat then add sausage; cook until it loses its raw color, about 5 minutes. Add garlic; continue to cook another minute. Use slotted spoon to transfer sausage to a plate. Add enough butter to sausage drippings to equal 2 tablespoons. Whisk in flour, then hot milk mixture into the hot drippings; simmer till a sauce consistency, about 2 minutes. Stir in cheese. Return sausage to sauce and mix into sauce. Add to drained pasta and toss. Serve, additional cheese passed separately."
5,Whole Wheat Apple Pancakes with Brown Sugar Glaze,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F933421.jpg,30,5 servings,"['2 cups whole wheat flour', '¼ cup baking powder', '½ teaspoon salt', '2 teaspoons ground cinnamon', '2 eggs', '2 cups milk', '¼ cup vegetable oil', '2 large apple - peeled, cored and diced', '1 cup butter', '1 cup dark brown sugar', '2 tablespoons vanilla extract', '½ cup dark molasses']","In a large bowl, stir together the flour, baking powder, salt and cinnamon. Pour in the milk, eggs and oil; stir just until smooth. Mix in the apple.
Heat a large skillet or griddle over medium heat. Coat with cooking spray. Drop batter by large spoonfuls onto the griddle and cook until bubbles form and the edges are dry. Flip and cook until browned on the other side.
To make the glaze, heat the butter in a heavy saucepan over medium heat. Stir in the molasses, brown sugar and vanilla. Serve warm spooned over pancakes."
6,Thai Steamed Mussels,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1082043.jpg,30,6 servings,"['5 pounds fresh mussels, scrubbed and debearded', '⅓ cup fresh lime juice', '1 (13.5 ounce) can unsweetened coconut milk', '⅓ cup dry white wine', '1 ½ tablespoons Thai red curry paste', '1 ½ tablespoons minced garlic', '1 tablespoon Asian fish sauce', '1 tablespoon white sugar', '2 cups chopped fresh cilantro']","In a large stock pot, combine the lime juice, coconut milk, wine, curry paste, garlic, fish sauce and sugar. Stir to dissolve sugar and curry paste and bring to a boil over high heat. Boil for 2 minutes then add mussels. Cover and cook, stirring occasionally, until mussels are opened, 5 to 8 minutes.
Remove from the heat and discard any unopened mussels. Pour mussels and liquid into a serving dish and toss with cilantro."
7,Minty Potatoes,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fwww.allrecipes.com%2Fimg%2Fmisc%2Fog-default.png,10,6 servings,"['5 (10 ounce) russet potatoes', '1 tablespoon vegetable oil', '1 large red onion, chopped', '½ cup raisins, soaked in hot water and drained', '3 green chile peppers, chopped', '½ teaspoon asafoetida powder', '2 teaspoons ginger garlic paste', '1 teaspoon cumin seeds', '2 teaspoons fennel seeds', '2 teaspoons lemon juice, or to taste', '1 teaspoon ground black pepper', '½ bunch fresh mint leaves', '¼ cup fresh cilantro, chopped']","Place the potatoes in a large pot and fill with enough water to cover. Bring to a boil and cook until the potatoes are tender, 20 to 25 minutes. Drain, cool, peel and cube. Set aside.
Heat oil in a large skillet over medium heat. Add the onion, raisins and chile peppers and season with asafoetida powder, ginger garlic paste, cumin seeds and fennel seeds. Cook and stir until onions are tender and golden brown.
Add the potatoes to the skillet along with whole mint leaves. Cook and stir until potatoes are glazed with the spices. Stir in lemon juice and season with salt and pepper. Garnish with cilantro leaves."
